5 1.604142
7 3.548088
8 4.635187
5 1.733114
6 982.696777
7 49.566296
6 2.605127
6 2.613780
6 2.479818
5 37.486317
6 48.726070
6 2.466980
6 46.231979
6 2.717459
8 4.739110
6 23.475506
7 42.515133
5 1.682930
6 2.680420
5 7.968553
7 25.575325
6 48.335056
6 2.679325
8 61.325001
6 2.576103
5 1.672549
6 42.415569
6 24.608423
6 2.569488
5 20.478249
6 40.893585
6 2.698856
8 4.577764
6 41.163624
7 3.663302
5 20.953892
5 16.371862
8 38.138401
7 3.450213
5 20.531551
5 38.534004
5 1.550419
7 3.187478
7 56.200939
5 1.590243
7 3.208041
7 46.328026
5 24.297523
5 1.597044
6 18.227938
6 24.504431
6 46.433727
6 2.626590
7 63.350365
5 1.693565
6 2.597824
6 51.168278
7 3.688018
7 3.728026
6 2.547501
6 41.780384
5 1.709760
5 1.765064
6 2.683810
7 3.695297
6 2.549406
6 2.562217
7 3.374302
7 3.689031
6 2.700655
7 3.505726
5 1.638060
5 1.650583
7 3.429072
5 1.662205
8 4.728872
5 1.663759
7 3.112413
5 1.675141
5 43.099121
7 65.869621
5 1.663922
5 1.718227
5 1.699070
5 1.716284
6 2.581928
6 2.504241
8 4.779257
5 1.649118
6 2.480080
5 1.675544
6 2.390115
5 1.656566
7 3.477566
6 2.559481
6 2.454156
5 1.568765
7 3.651789
6 2.703801
6 2.627608
6 2.655251
6 2.520701
5 1.607619
5 1.644967
5 1.746094
6 2.625618
5 1.689465
7 3.517919
6 2.505485
7 3.443674
5 1.706573
6 2.568165
5 1.689161
7 3.622501
5 1.684813
7 3.508539
5 1.669162
5 1.564514
6 2.480840
6 2.414686
6 2.328559
5 1.713275
6 2.442497
6 2.432991
6 2.631287
8 70.816338
6 2.635801
8 4.733667
5 1.646723
6 2.572199
7 3.747649
7 3.829328
8 4.622454
6 2.612582
5 1.577433
7 3.267970
6 2.566550
7 3.441070
7 3.548334
7 3.578141
7 3.528367
5 37.626408
7 3.683558
5 1.668599
5 1.719070
5 1.623203
7 3.755152
6 2.546214
5 1.677710
6 2.558959
5 1.726357
7 3.484057
6 2.485660
5 1.550991
6 2.153170
5 1.536480
5 1.632674
7 3.495812
5 1.685319
7 3.397364
5 1.720266
5 1.585393
7 3.286171
5 1.620751
5 1.632727
7 3.576582
6 26.494356
6 25.435528
7 3.358088
5 1.634541
7 3.494959
7 3.498982
6 2.553108
6 2.484859
6 2.434755
5 1.534108
7 3.040869
5 1.630770
5 1.615956
8 4.715309
6 2.661279
6 2.740798
7 3.787367
5 1.728996
5 1.565081
7 3.336553
6 2.342521
6 2.500340
7 3.378047
7 26.266582
5 28.688709
8 29.121454
5 1.718398
5 1.608418
5 1.670679
7 3.473420
7 3.285598
5 1.673637
7 3.470917
5 1.713353
7 3.717201
6 2.536550
6 2.625346
6 2.824827
5 1.733463
6 2.775053
5 1.711720
5 1.581561
5 1.522813
6 2.249641
7 3.500412
5 1.636117
5 1.674739
6 45.979389
5 1.652959
7 3.588239
5 1.667432
5 1.661241
6 2.678086
7 3.526340
6 2.729632
6 2.772261
5 1.707042
7 3.634564
8 4.910726
7 3.629725
6 2.640650
6 2.655602
7 3.574226
5 1.721010
6 2.699507
5 1.617482
8 4.775500
5 1.555648
8 4.467198
6 47.370846
7 3.422390
7 3.448552
5 1.675113
7 3.568256
6 2.588853
7 3.602234
8 4.398475
5 1.709196
5 1.641628
5 1.688197
6 2.571544
7 3.682428
5 1.754588
5 1.779122
5 1.614399
6 2.701339
6 2.626867
5 22.482359
7 27.488155
5 1.550050
5 1.535234
6 2.365256
7 3.508467
5 1.660024
6 2.502497
5 1.659995
7 3.287314
5 1.647260
5 1.609423
5 1.571918
5 1.538382
6 2.359763
6 2.453932
6 2.635049
7 3.651964
8 4.995611
6 2.728411
6 2.662607
6 2.662874
6 2.560844
6 2.525239
7 53.985355
5 1.571275
7 3.257849
6 2.342858
5 1.597017
6 2.526150
7 3.692443
5 1.690593
8 4.415902
7 3.346313
6 2.512434
5 1.616052
7 3.653858
5 1.705358
6 2.671957
5 1.777839
7 3.690341
5 1.706584
6 2.571999
5 1.716037
7 3.649737
5 1.712254
6 24.166487
6 24.207767
6 2.625396
5 1.697332
6 2.492766
5 1.597251
7 3.721398
7 3.773992
5 1.681681
8 4.171361
5 1.652183
5 1.679091
7 3.750715
7 3.526155
6 2.561866
7 3.866547
5 1.710244
6 2.536324
7 3.568500
6 2.546547
5 43.221867
6 47.761875
7 3.512311
6 2.716084
8 4.769180
6 2.521379
7 3.520935
5 1.682520
7 3.366075
5 1.601659
6 2.583822
8 4.327195
5 1.645497
6 2.518136
5 1.642162
6 2.601822
6 2.722970
8 4.702578
5 1.617704
5 1.637015
5 1.693011
7 3.530686
6 45.758862
8 5.041304
5 1.581011
5 1.628211
6 2.385129
6 2.541875
6 2.474220
5 1.612615
5 1.594417
6 2.460617
6 2.474743
7 3.372701
5 1.714224
5 1.608613
8 4.470236
6 2.493318
5 1.663419
7 3.585646
5 1.806730
5 1.719068
7 3.651191
7 3.556020
5 1.676642
7 3.596328
5 23.580223
7 22.687773
5 1.628738
7 3.399651
5 1.653632
7 3.504188
5 1.697924
7 3.615304
5 1.787622
6 2.604325
5 1.661191
5 1.670154
7 3.636631
5 1.648189
5 1.673700
7 3.476161
5 1.678218
7 3.569604
5 1.724406
6 2.498510
6 2.491275
5 1.842370
7 3.873532
5 21.388723
5 1.640677
7 3.674904
7 3.787786
8 5.112419
6 2.733104
6 2.507679
6 2.551114
7 3.509039
6 2.504628
6 2.574709
5 1.734105
7 3.527799
6 2.562996
6 2.454294
5 1.624951
5 1.605516
7 3.552235
6 23.356277
6 2.391416
7 45.314972
5 1.695278
5 1.776881
5 1.739521
5 1.621346
6 2.458775
6 2.621845
7 3.528134
5 1.692356
6 2.759362
