2.005469 0: 53.852287 10.187094 18: 55.620911 11.132544
2.025726 0: 53.852287 10.187094 21: 52.084572 11.176412
1.908181 1: 57.376106 10.179145 9: 59.164371 10.844924
1.997419 1: 57.376106 10.179145 18: 55.620911 11.132544
1.973725 2: 22.629778 10.255751 13: 20.683550 10.584057
2.007251 2: 22.629778 10.255751 22: 24.075571 11.648136
1.997005 3: 39.009315 10.348569 4: 40.968758 9.963064
1.899618 3: 39.009315 10.348569 24: 37.664116 11.689832
1.997005 4: 40.968758 9.963064 3: 39.009315 10.348569
2.011377 4: 40.968758 9.963064 20: 42.384907 11.391406
1.992791 5: 16.603132 10.432309 28: 17.610558 12.151702
1.979596 5: 16.603132 10.432309 958: 14.694767 10.958563
1.996184 6: 64.538765 10.509012 10: 62.570927 10.844216
1.995077 6: 64.538765 10.509012 33: 65.730965 12.108697
1.748409 7: 70.925507 10.698583 11: 69.186798 10.882502
1.996848 7: 70.925507 10.698583 25: 72.702652 11.609163
2.005786 8: 48.414696 10.762122 32: 47.505352 12.549934
1.997269 8: 48.414696 10.762122 970: 50.323475 10.174205
1.908181 9: 59.164371 10.844924 1: 57.376106 10.179145
1.990294 9: 59.164371 10.844924 35: 59.909702 12.690392
1.996184 10: 62.570927 10.844216 6: 64.538765 10.509012
2.007605 10: 62.570927 10.844216 37: 61.869976 12.725478
1.748409 11: 69.186798 10.882502 7: 70.925507 10.698583
1.980123 11: 69.186798 10.882502 30: 67.720360 12.213082
1.973467 12: 74.327370 10.444929 19: 76.241699 10.924421
1.998787 12: 74.327370 10.444929 25: 72.702652 11.609163
1.973725 13: 20.683550 10.584057 2: 22.629778 10.255751
2.010559 13: 20.683550 10.584057 31: 19.624100 12.292832
1.990005 14: 25.960083 11.008814 22: 24.075571 11.648136
1.985207 14: 25.960083 11.008814 29: 27.595329 12.134432
1.748988 15: 34.176220 11.192636 16: 35.883659 10.813676
1.964803 15: 34.176220 11.192636 41: 32.940685 12.720349
1.748988 16: 35.883659 10.813676 15: 34.176220 11.192636
1.984357 16: 35.883659 10.813676 24: 37.664116 11.689832
2.004720 17: 44.333549 10.920563 20: 42.384907 11.391406
1.949478 17: 44.333549 10.920563 34: 45.498112 12.483975
2.005469 18: 55.620911 11.132544 0: 53.852287 10.187094
1.997419 18: 55.620911 11.132544 1: 57.376106 10.179145
2.004745 18: 55.620911 11.132544 36: 55.528385 13.135152
1.973467 19: 76.241699 10.924421 12: 74.327370 10.444929
1.991285 19: 76.241699 10.924421 38: 76.765312 12.845631
