Ring Statistics
0 RINGS: 0
1 RINGS: 0
2 RINGS: 0
3 RINGS: 0
4 RINGS: 0
5 RINGS: 0
6 RINGS: 0
7 RINGS: 0
8 RINGS: 16
9 RINGS: 0
10 RINGS: 121
11 RINGS: 0
12 RINGS: 186
13 RINGS: 0
14 RINGS: 93
15 RINGS: 0
16 RINGS: 22
17 RINGS: 0
18 RINGS: 4
19 RINGS: 0
20 RINGS: 1
21 RINGS: 0
RING SUM: 5316
SUM: 443
AVERAGE: 12.000000

